drug_name,ndc_code,hcpcs_code,numerator_strength,mbu_increment,mbu_increments_per_bottle,mbus_per_package,package_quantity,ndc_unit_sum
Temozolomide,64980-0336-14,J8700,140,5,28,140,14,0
Temozolomide,64980-0337-05,J8700,180,5,36,180,5,0
Temozolomide,64980-0337-14,J8700,180,5,36,180,14,0
Temozolomide,64980-0338-05,J8700,250,5,50,250,5,0
Temozolomide,65162-0801-14,J8700,5,5,1,5,1,0
Temozolomide,65162-0801-51,J8700,5,5,1,5,1,0
Temozolomide,65162-0802-14,J8700,20,5,4,20,1,0
Temozolomide,65162-0802-51,J8700,20,5,4,20,1,0
Temozolomide,65162-0803-14,J8700,100,5,20,100,1,0
Temozolomide,65162-0803-51,J8700,100,5,20,100,1,0
Temozolomide,65162-0804-14,J8700,140,5,28,140,1,0
Temozolomide,65162-0804-51,J8700,140,5,28,140,1,0
Temozolomide,65162-0805-14,J8700,180,5,36,180,1,0
Temozolomide,65162-0805-51,J8700,180,5,36,180,1,0
Temozolomide,65162-0806-51,J8700,250,5,50,250,1,0
Temozolomide,67877-0537-07,J8700,5,5,1,5,5,0
Temozolomide,67877-0537-14,J8700,5,5,1,5,14,0
Temozolomide,67877-0538-07,J8700,20,5,4,20,5,0
Temozolomide,67877-0538-14,J8700,20,5,4,20,14,0
Temozolomide,67877-0539-07,J8700,100,5,20,100,5,0
Temozolomide,67877-0539-14,J8700,100,5,20,100,14,0
Temozolomide,67877-0540-07,J8700,140,5,28,140,5,0
Temozolomide,67877-0540-14,J8700,140,5,28,140,14,0
Temozolomide,67877-0541-07,J8700,180,5,36,180,5,0
Temozolomide,67877-0541-14,J8700,180,5,36,180,14,0
Temozolomide,67877-0542-07,J8700,250,5,50,250,5,0
Temozolomide,68382-0751-67,,5,,,,14,0
Temozolomide,68382-0751-96,,5,,,,5,0
Temozolomide,68382-0752-67,,20,,,,14,0
Temozolomide,68382-0752-96,,20,,,,5,0
Temozolomide,68382-0753-67,,100,,,,14,0
Temozolomide,68382-0753-96,,100,,,,5,0
Temozolomide,68382-0754-67,,140,,,,14,0
Temozolomide,68382-0754-96,,140,,,,5,0
Temozolomide,68382-0755-67,,180,,,,14,0
Temozolomide,68382-0755-96,,180,,,,5,0
Temozolomide,68382-0756-67,,250,,,,14,0
Temozolomide,68382-0756-96,,250,,,,5,0
Temozolomide,70771-1092-06,,5,,,,5,0
Temozolomide,70771-1092-07,,5,,,,14,0
Temozolomide,70771-1093-06,,20,,,,5,0
Temozolomide,70771-1093-07,,20,,,,14,0
Temozolomide,70771-1094-06,,100,,,,5,0
Temozolomide,70771-1094-07,,100,,,,14,0
Temozolomide,70771-1095-06,,140,,,,5,0
Temozolomide,70771-1095-07,,140,,,,14,0
Temozolomide,70771-1096-06,,180,,,,5,0
Temozolomide,70771-1096-07,,180,,,,14,0
Temozolomide,70771-1097-06,,250,,,,5,0
Temozolomide,70771-1097-07,,250,,,,14,0
Varubi,69656-0101-02,J8670,90,1,180,180,2,0
Varubi,70720-0101-02,,90,,,,2,0
Venclexta,00074-0561-11,,10,,,,1,0
Venclexta,00074-0561-14,,10,,,,1,0
Venclexta,00074-0566-07,,50,,,,1,0
Venclexta,00074-0566-11,,50,,,,1,0
Venclexta,00074-0576-11,,100,,,,1,0
Venclexta,00074-0576-22,,100,,,,1,0
Venclexta,00074-0576-34,,100,,,,1,0
Venclexta,00074-0579-28,,0,,,,1,0
Verzenio,00002-4483-54,,50,,,,1,0
Verzenio,00002-4815-54,,100,,,,1,0
Verzenio,00002-5337-54,,150,,,,1,0
Verzenio,00002-6216-54,,200,,,,1,0
Vizimpro,00069-0197-30,,15,,,,30,0
Vizimpro,00069-1198-30,,30,,,,30,0
Vizimpro,00069-2299-30,,45,,,,30,0
Vizimpro,63539-0197-90,,15,,,,90,0
Xtandi,00469-0125-99,,40,,,,1,0
Zejula,69656-0103-30,,100,,,,30,0
Zejula,69656-0103-90,,100,,,,90,0
Zytiga,57894-0150-12,,250,,,,120,0
Zytiga,57894-0195-06,,500,,,,60,0
Zytiga,57894-0195-15,,500,,,,60,0
